Phone Name,Review,Sentiment
iphone 15,Super experience😘😘READ MORE,Positive
iphone 15,Awesome...READ MORE,Positive
iphone 15,Amazing camera but battery  perform not goodREAD MORE,Positive
iphone 15,Upgraded from iPhone 12 to 15 every thing is nice but little bit heating issues is coming while charging the phone I requesting apple to kindly resolve this issue in next update.READ MORE,Positive
iphone 15,"Body gets heated up. Apart from that, all good! Type C charger is a good relief! And amazing delivery by FlipKart too!READ MORE",Positive
iphone 15,NICEREAD MORE,Positive
iphone 15,Nice product but battery 🔋 quality BadREAD MORE,Positive
iphone 15,Awesome Gaming and Photography ExperienceREAD MORE,Positive
iphone 15,It's an awesome experience but if ur a vlogger u need and android must but other wise it's a great  iphone till date👍READ MORE,Positive
iphone 15,Nice prodREAD MORE,Positive
iphone 15,Most useful deviceREAD MORE,Positive
iphone 15,Nice productREAD MORE,Positive
iphone 15,Excellent phone battery bakeup is also goodREAD MORE,Positive
iphone 15,Wonderful 👌🏻READ MORE,Positive
iphone 15,Very good handset once you purchase not change the Apple brand. 💯 original apple brand and authorised for Flipkart seller.READ MORE,Positive
iphone 15,All good in this n camera superbREAD MORE,Positive
iphone 15,Amazing product .camera quality is decent           Sound quality is amazing Display quality is superb.battery quality good overall very good.READ MORE,Positive
iphone 15,Night mode is so smoothREAD MORE,Positive
iphone 15,Awesome Phone with awesome camera. Updated from iphone 13 to 15 I love this.READ MORE,Positive
iphone 15,"As always fast delivery by flipkart,Stunning design, powerful performance, and exceptional camera quality define the iPhone 15. With its sleek build, vibrant display, and lightning-fast chip, it's a flagship smartphone that delivers on all fronts. Capture breathtaking photos, enjoy seamless multitasking, and experience all-day battery life. The iPhone 15 is a premium choice for those who demand the best.Go for it without any thinking if you are trying for premium segment.READ MORE",Positive
iphone 15,Over all good after 20 days use I like itREAD MORE,Positive
iphone 15,Awesome Product Just Love ItREAD MORE,Positive
iphone 15,Very goodREAD MORE,Positive
iphone 15,Bery bery goodREAD MORE,Positive
iphone 15,NiceREAD MORE,Positive
iphone 15,BrilliantREAD MORE,Positive
iphone 15,AwsmREAD MORE,Positive
iphone 15,Nice phoneREAD MORE,Positive
iphone 15,OsmREAD MORE,Positive
iphone 15,Loved itREAD MORE,Positive
iphone 15,Amazing camera pic 😍READ MORE,Positive
iphone 15,Amazing camera qualityREAD MORE,Positive
iphone 15,NiceREAD MORE,Positive
iphone 15,BestREAD MORE,Positive
iphone 15,Mobile I got from Flipkart is really original and genuineREAD MORE,Positive
iphone 15,I have used this 1st time and never had an iPhone before this one and it's amazing just loved it...READ MORE,Positive
iphone 15,Nice camera and battery also.READ MORE,Positive
iphone 15,Camera Quality 👌💯👌READ MORE,Positive
iphone 15,"1. It is the best phone and worth every rupee in terms of its user interface, unique eco system, siri and some other options  which can be copied by other manufacturers but cant replicate (if incase a person thinks iphones are bit overpriced - they are pricing for their unique features)  2. In terms of camera, display, performance and in every other aspect it gives best output.3. In terms of this iPhone 15 series, the upgrade in this series is of leaps and bounds compared to other upgrades ...READ MORE",Positive
iphone 15,"This is my first mobile from apple. Powerfull performance, very good camera..next level display.. 5 out of 5READ MORE",Positive
iphone 15,Best CameraREAD MORE,Positive
iphone 15,Phone is super duper very nice hasome wonderfull miracleREAD MORE,Positive
iphone 15,Best phoneREAD MORE,Positive
iphone 15,Nice product awesome ExperienceREAD MORE,Positive
iphone 15,Superb Performance ✨READ MORE,Positive
iphone 15,"The innovative new design features back glass that has color infused throughout the material. A custom dual ion-exchange process for the glass, and an aerospace-grade aluminum enclosure, help make iPhone 15 incredibly durable. Dependably durable.READ MORE",Positive
iphone 15,Money worth itREAD MORE,Positive
iphone 15,Good Performance.READ MORE,Positive
iphone 15,The Experience with new features is Amazing . Definately iphone 15 is better than 13 or 14 .READ MORE,Positive
iphone 15,"￼ I have taken the Apple first time, but the performance is not up to the mark. My apple 15  mobile is￼ lagging, every time, really not happy.READ MORE",Positive
iphone 15,Good photo sutuREAD MORE,Positive
iphone 15,Long time android user. Thought of giving iOS a try. And now I understand why apple is apple. The highlight is the interaction between the hardware and the software. Android feels clunky in front of iOS. (Have used all Android skins and currently on s24+)READ MORE,Positive
iphone 15,Good phoneREAD MORE,Positive
iphone 15,It can be more better if display refresh rate has 120hzREAD MORE,Positive
iphone 15,Honest review after using it for a month! Best phone of apple so far camera battery performance are on top notch!READ MORE,Positive
iphone 15,Good camera and battery but ios is still far behind than Android in terms of ease.READ MORE,Positive
iphone 15,"All over i find it good except the heating issues, of course its type C but when you charge it with other cable it will heat like hell, and if you take it out in noon time and take photos ,it will heat else there were no performance or body shading issues ,the in hand feeling is awesomeREAD MORE",Positive
iphone 15,Best product...READ MORE,Positive
iphone 15,GoodREAD MORE,Positive
iphone 15,Heating issueREAD MORE,Positive
iphone 15,Very good camera quality and performanceREAD MORE,Positive
iphone 15,very nice 15READ MORE,Positive
iphone 15,"iPhone is always the best in every quality category. Earlier, there were battery backup issues, but I am getting more than a day of battery backup. The island display in the basic model is really exciting, which was earlier in the Pro model only. I recommend you guys to go for it without any thought, if you don't require a high refresh rate display.READ MORE",Positive
iphone 15,Excellent phoneREAD MORE,Positive
iphone 15,Product was genuine and great.READ MORE,Positive
iphone 15,Iam happyREAD MORE,Positive
iphone 15,Nice phone 📱READ MORE,Positive
iphone 15,The best mobile in IndiaREAD MORE,Positive
iphone 15,Superb Phone For this budget Fully satisfiedREAD MORE,Positive
iphone 15,Premium look and quality with excellent performanceREAD MORE,Positive
iphone 15,Battery life is unbelievableREAD MORE,Positive
iphone 15,Nice phone😍READ MORE,Positive
iphone 15,Nice productsREAD MORE,Positive
iphone 15,Green colour is so elegant so beautiful just like a wowwCamera quality better than 14READ MORE,Positive
iphone 15,"Product is average battery is average.Camara good,display good,touch response ok okLooks good.in hand feeling good,over all 3.5 starsREAD MORE",Positive
iphone 15,Gud phoneREAD MORE,Positive
iphone 15,The camera is so beautiful and it takes good pics in portrait mode here are some sample picsREAD MORE,Positive
iphone 15,Best iPhone everREAD MORE,Positive
iphone 15,Camera is awesome display and sound quality is amazingREAD MORE,Positive
Phone Name,Review,Neutral
pixel 8a,"Much premium mobile , butter smooth touch display, Fantastic camera quality definitely beat iPhone 15 in the camera department.Lots to play with AI .Overall : 9/10READ MORE",Positive
pixel 8a,Got it for 27K by exchanging my pixel 6a and some card discount. Pros:- 1. Camera hardware is the same as pixel 7a. So it's one of the best. Takes great pictures in low-light as well 2. 7 yrs of software updates is no joke3. Best display in pixel a series just like 8 and 8pro4. Battery lasts for easily 9-10 hrs on 120hrz depending on your usage5. Tenor G3 same as 8 and 8pro Cons:- 1.mild heating sometimes 2. Slow charging with other charging bricks(Use Google pixel charger for fas...READ MORE,Positive
pixel 8a,Superb ❤️❤️❤️❤️ thanks filpkart thanks GoogleREAD MORE,Positive
pixel 8a,"Everything is perfect except 3 things in the battery department.1.No charger.2.Slow charging.3.Small battery.I suggest Google to look into this matter seriously to upgrade in pixel 9 series to the present market trend, otherwise they will be fade out just like Nokia.READ MORE",Positive
pixel 8a,"Great phone. Love it. Everything is fine except for the exchange thing. Exchange guys, taking extra cash by just causing unnecessary trouble. They don't approve without paying extra cash to them. Flipkart should look into it.READ MORE",Positive
pixel 8a,"1. The camera captures great details, but other competing phones even 1-2 year old out performs it (tried moon photo, night astrophotography, old orange bulb, trees with sky). Could not impress anyone with the cameras. Tried comparing with iphone 14, and other motorola and xiaomi phones of similar price range from 1-2 years ago.2. Charging speed is extremely slow and this doesn't support a lot of charging adapters and cables. One has to properly find perfect cable and adapter permutation to ...READ MORE",Positive
pixel 8a,"This phone is a winner in terms of software, camera, design, and build quality. It boasts a premium look and feel, and the software delivers a fantastic user experience. However, the charging speed is on the slower side, so keep that in mind if fast charging is a priority for youREAD MORE",Positive
pixel 8a,"Lightweight, compact in hand, feels premium, display and camera are awesome. On the first day I noticed the heating issue while setting up the phone and restoring the data. No network issue has been observed yet. On the 2nd day I've updated all the apps from the Play Store and updated the software with a security patch then started noticing less heating compared to the first day, But it heats a bit which is easily noticeable..READ MORE",Positive
pixel 8a,"Best part is the design. The rounded corner looks Great and awesome. Just upgraded from Pixel 7a.The screen feels so smooth with the higher refresh rate . Great colour as always. The bezels are definitely thick, but this does not seem to bother me at all, and i hardly notice it, its not that of an issue as some people says it is. Price is high for Indian pockets, and you need to be a real fan of Google Pixel to own it in India due to the price. It no longer has that heating issue faced in 7a,...READ MORE",Positive
pixel 8a,"I  switched from the pixel 4a to the pixel 8a. After using it for a day, I didn't notice many differences between the two phones except for the size. The phone itself is good, but I do feel that it is a bit overpriced. When I charged the phone in the air-conditioned room, I noticed that it charged rapidly.READ MORE",Positive
pixel 8a,Had pixel 4a earlier and was pretty satisfied it with overall...not a game guy but used to play pubg whenever I wanted to play and gave me a decent performance though....bought pixel 8a and it's been weeks using this phone and I can say it is one of the best experience using Android...go for itREAD MORE,Positive
pixel 8a,"Great small factor phone, battery lasts a day charging is very very very slow, performance is good, camera struggles in low light overall a good product if you can buy it under 40k for the 256gb variantREAD MORE",Positive
pixel 8a,"Best for casual usage.. initial pricing too high, not worth that price ...when available on offer around 35000-37000 will recommend..Till then waitPros:1.Display brightness.2. Has 120hz display.3. Camera.4. Software 5. Sound is loud and clear... stereo speakers Cons..1. Little big Bezels and curve design compared to pixel lineage.2. Battery...requires daily charging and ONLY 18 W FAST CHARGING.3. Processor not as fast as pixel 8 and 8 pro.4. Mild heating on heavy usage.READ MORE",Positive
pixel 8a,"Absolutely loved it! Definitely highly priced, but coupled with exchange offer and card offer, got it for 37500 only, which is a great deal! Exchange my old moto phone (bought at 13k, exchanged it for 12k).Stunning phone from Google. Camera is excellent! Battery even though a bit on the lower side, it lasts comfortably for more than one day for moderate users. Also no heating and network issues observed. Software is light and crisp as ever.READ MORE",Positive
pixel 8a,The Phone for a pixel is very good. The only issue is the slow charging full charge may take ages. Nothing less than 3 hours or more. Everything else is good. If you want a full charge in the morning when you start your day you need to charge full nightREAD MORE,Positive
pixel 8a,"Camera captures great, however in low light it's not upto mark overall good. Battery works well for me, I am not a gamer, single charge gives me full day of usage with news, some streaming, and phone calls.I did have some heating issues initially ok day 1 and 2 and I researched a bit on the Google website where some users mentioned this behavior in initial phase. I have not faced any heating issues post the initial few days. overall very happy with the buyREAD MORE",Positive
pixel 8a,"Everything about the product feels and performs fine but the battery backup is horrible. The phone keeps draining even while idle. I thought Pixel OS would be able to manage battery efficiency better for its clean interface, but I was wrong. Much cheaper phones provide longer hours of screen time. It's only a myth that Pixel offers better battery management than other brands, I realized now.READ MORE",Positive
pixel 8a,It's been a month I've using this phone overall good but the battery levels maintanence is the only difficultREAD MORE,Positive
pixel 8a,Initial Impressions are good.READ MORE,Positive
pixel 8a,Only issue is the battery life and heating of the deviceREAD MORE,Positive
pixel 8a,Very nice and HandREAD MORE,Positive
pixel 8a,Very goodREAD MORE,Positive
pixel 8a,"It's been couple of weeks that I am using Pixel 8a.Camera is top notch 9.5/10Design wise it feels premium and lightweight compact smart phone. Thick bezels does't hamper the premium touch of the phone and user ability. So 8.5/10Screen brightness is 9.9/10. Using without an issue on broad daylight.Sound wise and haptics,, it does mind-blowing job just like an iPhone. Super duper impressed on this part. So 10/10.Battery wise..it's decent enough to use for whole day unless heavy gaming...READ MORE",Positive
pixel 8a,"Totally worth it , alot of features which are many fold upgrade over redmi note Pro.. if you don't use your phone to watch content too much then you can buy this over pixel 8.READ MORE",Positive
pixel 8a,Overall goodREAD MORE,Positive
pixel 8a,Camera... Top Class... Great Performance... Worth Buying with Exchange...READ MORE,Positive
pixel 8a,"Really loving this phone. The software experience is very good and helpful.Yes it warms sometimes because the heat dissapates via the metal frame and you feel the heat in your palm but I got used to it and i have ordered a case for the phone so the heat doesnt matter much. The camera is good. The battery life is decent(I am a normal user and still i did'nt do any heavy tasks).And finally a big fan of these software features, importantly gemini as my assistant is very helpful.(I literally...READ MORE",Positive
pixel 8a,"Dear Google, please address the following issues. 1. Average battery life.2. Thermal checks. 3. For god's sake give us fast charging atleast 30 watts rather than 18 or 20 watts. Those are the only issues about this phone. Rest all are great ! Note : This isn't suitable for gamers but for normal day to day usage, this one is for you.READ MORE",Positive
pixel 8a,"Camera and software is great, compact design, good looking but battery charging is slow,thank you GoogleREAD MORE",Positive
pixel 8a,"Good for all the AI features and hope Android updates will be coming sooner.The camera is good but the phone is becoming heated while taking video for a long time, and generally also of watching videos also.Fast charging is a big disadvantage, even after purchasing a Google charger it still takes hours for full charge.Sound also seems not loud enough, with full sound quality becomes hazy.It will give a 7 year update but I don't feel the phone will survive 7 years. Much better was expected...READ MORE",Positive
pixel 8a,"Everything is awesome except battery charging..It takes a longer time than a mid phone... therefore, I am quiet disappointed with the battery issue how can companies like Google do this....why they have set 18w battery charging criteria in this device. We even see 50-70 w battery charging capacity in mid range phone..READ MORE",Positive
pixel 8a,"The camera is not up to par with the standards set by other Pixel phones.Update after 1 month: Volume issues have arisen. Sometimes, the volume gets stuck at a specific level, and the only solution is to restart the phone.READ MORE",Positive
pixel 8a,I love the screen experience and build quality.It takes too much time to charge more than one hour. I hate it. The camera quality is good.Overall experience is good but phone charging is something which can be improved.READ MORE,Positive
pixel 8a,"1) battery charging is a pain. You have to have AC on at atleast 25 degrees if you need this phone to charge properly. In Indian conditions where 40+ degree temperatures are normal, this phone will take 10 hours to charge.2) heat management : phone gets too hot to handle even on a 5 min video call 3) GPS: sometimes looses the current position while navigating.4) camera: quality not a stepup from 7aREAD MORE",Positive
pixel 8a,"Flipkart cancelled my exchange phone. They kept delaying pickup and finally cancelled it. Flipkart shows attractive exchange price and once you buy new phone, your old phone exchange will be cancelled. This is for exchange after a week scheme.READ MORE",Positive
pixel 8a,"Just want to see only two points.This phone is awesome on every scale.Yes, the price is a little bit high.READ MORE",Positive
pixel 8a,SuperbREAD MORE,Positive
pixel 8a,The camera is top notch for a Google pixel as the picture quality till 8x resolution is still clear and visible. The auto AI generator for the pictures is an add-on.Battery performance is good for a day without gaming and for regular use. It charges slowly.The display is cool and the refresh rate for the pixel with such configuration is amazing. The design is amazing as most people compare it with the design of an iphone.READ MORE,Positive
pixel 8a,Pixel 8a is a good phone but the charging is very slow  compared to other phones. The camera is very good. The UI is awesome. If you want to try a premium phone this is the phone to choose from.READ MORE,Positive
pixel 8a,"It's a decent phone with as usual good performance with normal usage but the charging seemed to be one of the concerns in its initial usage. It took a lot of time to charge at first with non-google chargers, even up to 3-4 hours which made me kind of regret buying this or think that I got a defective piece. But I bought the Google charger and got to know that it takes some time to adapt to improve its charging in some days after talking with the customer executive. Now, it's charging decently...READ MORE",Positive
pixel 8a,It's very interesting to use this phone with new features and the phone's camera photos and videos are very nice. Sometimes the touch response is not working properly. and fingerprint lock release is not responding.READ MORE,Positive
pixel 8a,Good for moderate user. Camera is excellent.READ MORE,Positive
pixel 8a,Just good 👍READ MORE,Positive
pixel 8a,Awasome phone after very long time...I love Google .. this is first phone of Google for me..and I am very impressed...hope this phone will last long atlist for 5 - 7 years with me.... Thanks Google ..keep it up...READ MORE,Positive
pixel 8a,"Awesome product, delivered quicklyREAD MORE",Positive
pixel 8a,The best ever phone at the best price I suppose..the battery last a complete day of use..only it heated up of very mild amount in surfing net and while charging..camera is awesome..pure Android update will be available for pixel until next 7 years..moreover it's a best phone at the best prices I suppose..READ MORE,Positive
pixel 8a,"Good value for money phone, if you want to use for long-term. As I am Nokia 8.1 user for 5 years, my old phone has no hardware issue but issue with software. It was hanging out regularly and ui was becoming unresponsive.READ MORE",Positive
pixel 8a,Words can't describe the quality of this product.It is simply wow.READ MORE,Positive
pixel 8a,niceREAD MORE,Positive
pixel 8a,It's is very good phoneREAD MORE,Positive
pixel 8a,It's the best phone Of any pixel I have used I used to have a Pixel 7 which has a better camera for Low light than this Pixel 8a due to a larger sensor but this camera is also excellent it also takes images and videos clearly but the Images are not as sharp as pixel 7 but It's sharper than any android I have ever used even better than an iPhone image and also it has Face Id for app lock which was absent in Pixel 7. It's performance is sooo good it never hangs easily.I am In Love with the in ...READ MORE,Positive
pixel 8a,i'm a pixel fan..happy to have this product..READ MORE,Positive
pixel 8a,The product is great in this price range. The colors of this model are top clwssA feedback would be to provide Google case cover / protector along with the purchase or orderREAD MORE,Positive
pixel 8a,Its been over a monthExcept for battery heating and low display glass quality i could not find any other flaws in this phone Its overall a really great purchaseREAD MORE,Positive
pixel 8a,BestREAD MORE,Positive
pixel 8a,All good except for the charging speed.READ MORE,Positive
pixel 8a,Best mobileREAD MORE,Positive
pixel 8a,Need to improve fast charging overall good very slow chargingREAD MORE,Positive
pixel 8a,Good budget phone by google. This phone takes amazing photos and software is clean. It has great performance and phone is snappy to use. Only one problem is that phone gets warm during 5g usage. After 2 months of usage i would recommend this for budget phone that can take great quality.READ MORE,Positive
pixel 8a,"Awesome camera, great performance, beautiful design.. only drawback is battery performance...READ MORE",Positive
pixel 8a,"Super super super super, amazing!READ MORE",Positive
pixel 8a,Lots  of heating issues while charging and otherwise.READ MORE,Positive
pixel 8a,Started to use today only need to go through it. Then i know.....more about itREAD MORE,Positive
pixel 8a,Fantastic Experience I already used Google Pixel 6 and now Add Google Pixel 8A Awesome Feeling All is Well No Comparation With Other Brand Because Google Is Google ThanksREAD MORE,Positive
pixel 8a,It is less in size than pixel 6 a and 7 a .Has an extra exposure camera. It looks much premiumer than an iPhone.READ MORE,Positive
pixel 8a,Excellent productREAD MORE,Positive
pixel 8a,Performance of the mobile is too good. Heating issue occurs sometimes in hot temperature and while sharing wifi . Battery life comes 1 day charge.While charging just restart and charge the mobile to get fast chargingREAD MORE,Positive
pixel 8a,Camera not goodBattery drained fastCharging slowREAD MORE,Positive
pixel 8a,"Good phone in mid-budget segment, but definitely not the best. Battery need to be enhanced as below 5000mAH is too low for such brand and processor. Heating issue still persist as with earlier versions and no effort has been taken to resolve this issue in upcoming pixel models. Too much costly for such specifications; better to go for other phones in this price range.READ MORE",Positive
pixel 8a,"1. Pixel always stands out when it comes to a camera.2. 7yrs  update. 3. Fast charging is not as great as OnePlus phones. Comparatively takes around 40minutes to full charge. Overall, it's a compact phone. Worth buying it.READ MORE",Positive
pixel 8a,The price was too high but if you get this phone in the range of 30 to 40 thousand then this best compact phone in market with cool camera and stock Android featuresREAD MORE,Positive
pixel 8a,"Good mobile phone in this budget but monopoly of google is there you are not that free like in Apple, and also Not premium kind,thanks.READ MORE",Positive
pixel 8a,"Loving the phone. Easy to handle and compact in size. Smooth navigation and usability. Heard a lot about battery issues, but it is good enough for 1 whole day on moderate usage.READ MORE",Positive
pixel 8a,Amazing camera Good battery Great displayREAD MORE,Positive
pixel 8a,Got a fantastic deal by exchanging my old Pixel 6a.Go for itREAD MORE,Positive
pixel 8a,Best Google phoneREAD MORE,Positive
pixel 8a,Most worst phone in Pixel seriesREAD MORE,Neutral
pixel 8a,"Excellent phone with great cameras, clean android latest software, high hardware. The only drawback is the battery and slowest charging speed. If you get it within 40k, this is the best you can get in that price range.READ MORE",Positive
pixel 8a,Reviewing after 15 days of useGood phone if under 40000. Good battery backup for normal usersExcellent cameraSmooth functioning Overall very good at this price rangeREAD MORE,Positive
pixel 8a,Camera is terrific 💯READ MORE,Positive
pixel 8a,"It's hardy 2 months that I have used this handset even though the purchase was done on Aug 24, almost a month the phone was at your service center for screen damage and network related issues like call drop issue, network connectivity issue, data connection issue etc. The same network  issues are causing a lot of inconvenience . The very purpose of the mobile phone itself is not getting the server. It's now becoming a pain to carry this phone as the basis support system itself is not function...READ MORE",Positive
pixel 8a,Not phone it's emotion.. Phone is awesome withREAD MORE,Positive
pixel 8a,Thank you Google pixelREAD MORE,Positive
pixel 8a,Best software feelREAD MORE,Positive
pixel 8a,Front camera is not good as expected and charging speed is very slowREAD MORE,Positive
pixel 8a,Over all good qualityREAD MORE,Positive
pixel 8a,NiceREAD MORE,Positive
pixel 8a,Battery life not goodREAD MORE,Positive
pixel 8a,So good.READ MORE,Positive
pixel 8a,Never but ..very worst phoneREAD MORE,Negative
pixel 8a,BeautifulREAD MORE,Positive
pixel 8a,GoodREAD MORE,Positive
pixel 8a,When battery is not perfect what can we rate other things. Worst performance of battery.READ MORE,Negative
pixel 8a,Over all mobile Performance is good.READ MORE,Positive
pixel 8a,10/10READ MORE,Positive
pixel 8a,Good phone but micro camera (.5 not good if you want .5 camera you go to moto is best option battery very worest....READ MORE,Positive
pixel 8a,SuperREAD MORE,Positive
pixel 8a,Simply WonderfulREAD MORE,Positive
pixel 8a,It's just a hyped phone from Google. It doesn't have many features being an android user till date you won't be able to adjust the least features it has. I was a motorola user and I miss using it. Go save some money by not buying it.READ MORE,Positive
pixel 8a,NICE AND GOODREAD MORE,Positive
